Song Name,Movie Name,Release Year,Music Director,Poet,Singers,Actors
"Teri Adaon Nay Mil Kar, Pagal Mujhay Kar Diya Hay..",Gharibon Ka Badshah,1988,M. Ashraf,Masroor Anwar,Ghulam Abbas,
Teri Ankhon Ki Qasm..,Dil Nay Phir Yaad Kiya,1981,Kemal Ahmad,?,Ghulam Abbas,
"Teri Banhon Mein, Teri Rahon Mein, Chain Milta Hay..",Wafa,1981,Khalid Waheed,?,Mehnaz,
Teri Chhaun Gali Gali..,Gunman,1981,Tafu,?,Naheed Akhtar,
"Teri Manzil Main Hun, Meri Manzil..",Qatil Ki Talash,1986,Wajahat Attray,Qateel Shafai,Mehdi Hassan,
Teri Meri Yeh Zindagi Halaat Ka Hay..,Faslay,1981,Wajid Ali Naashad,?,Mehdi Hassan,
Teri Soorat Nigahon Mein Phirti Rahay..,Rishta,1980,Nisar Bazmi,Masroor Anwar,Mehdi Hassan,
Thandey Thandey Pani Mein..,Zara Si Baat,1982,M. Arshad,?,Shamsa Kanwal,
Tindana Tindana Teray Liye Bechain Kitna..,Himmat Vala,1987,M. Ashraf,?,Rangeela,
"Tirchhi Nazar Say, Teer Mara Dil Peh, Lut Geye Ham To Jan-e-Ada..",Ham Say Na Takrana,1987,M. Ashraf,?,A. Nayyar,
"To Jo Mujh Ko Nazar Na Aaye, Sohneya, Main Mar Jaun..",Lava,1987,Wajahat Attray,Khawaja Parvez,Mehnaz,
To Phir Mujhay Yaad Karo Gi..,Zamin Aasman,1985,Wajahat Attray,Qateel Shafai,Akhlaq Ahmad,
To Thumka Kyun Na Lagay..,Lajawab,1981,M. Ashraf,Taslim Fazli,Ghulam Abbas,
"Touba Meri Touba, Tu Kitna Maghroor Hay..",Dil Nay Phir Yaad Kiya,1981,Kemal Ahmad,?,Naheed Akhtar & Co.,
"Tu Hay Naseebon Wali, Tujhay Ham Nay Pyar Kiya Hay..",Ham Dono,1980,M. Ashraf,Masroor Anwar,Akhlaq Ahmad,
Tu Hay Zindagi Mein Umang..,Meharbani,1982,M. Ashraf,Masroor Anwar,Akhlaq Ahmad,
"Tu Hi Mera Dilruba, Tu Hi Meri Jan..",Taqat Ka Toofan,1989,Zulfiqar Ali,Saeed Gilani,Salma Agha,
"Tu Jo Kahay, Jan-e-Jan..",Dil Nay Phir Yaad Kiya,1981,Kemal Ahmad,?,Ahmad Rushdi,
Tu Meray Sath Sath Ho To..,Dehleez,1983,Kemal Ahmad,Taslim Fazli,Mehdi Hassan,
Tujh Say Mohabbat Kar Kay Ankhon Ki Neend Gawai..,Gumnam,1983,M. Ashraf,Masroor Anwar,Naheed Akhtar,
"Tujh Say Shikwa Kiya Nahin Jata, Mout Day Day, Jiya Nahin Jata..",2 Dil,1981,Master Rafiq Ali,Shevan Rizvi,Ghulam Abbas,
"Tujhay Dil Say Laga Lun, Palkon Mein Chhupa Lun..",Bandish,1980,Robin Ghosh,Taslim Fazli,Mehnaz & Co.,
"Tum Bhi Khafa Ho, Log Bhi Barham Hayn Dosto..",Khandan,1980,Khalil Ahmad,?,Mehdi Hassan,
"Tum Koun Ho, Pehchan Batao, Kis Des Kay Basi Hoc...",Khotay Sikkay,1981,M. Ashraf,Taslim Fazli,Naheed Akhtar,
Tum Muskara Kay Ik Bar Dekho..,Dil Ek Khilona,1981,Nisar Bazmi,Kaleem Usmani,Runa Laila,
Tum Nay Dil Ko Agar Mere..,Deevangi,1983,M. Ashraf,?,Akhlaq Ahmad,
Tum Pah Aaya Hay Mera Dil..,Thori Si Bewafai,1982,M. Ashraf,Kaleem Usmani,A. Nayyar,
"Tum Salamat Raho 1000 Bars, Har Bars Kay Din Hon 1000 Bars..",Haseena Maan Jaye Gi,1980,Tasadduq Hussain,Kaleem Usmani,Mala,
Tumhen Dekh Kar Mujhay Yun Lag Raha Hay..,Maang Meri Bhar Do,1983,Ameer Sultan Haidar,Mouj Lakhnavi,Mehnaz,
Tumhen Dekh Kar Mujhay Yun Lag Raha Hay..,Maang Meri Bhar Do,1983,Ameer Sultan Haidar,Mouj Lakhnavi,Mujeeb Alam,
Tun Ne Yeh Kaise Dekh Liya..,Badaltay Mousam,1980,M. Ashraf,?,Mehdi Hasan,
Un Ko Aata Hay Piyar Par Ghussa Ham Ko Gussay Pe Piyar Aata Hay..,Hisab,1986,Sohail Rana,?,Habib Wali Mohammad,
"Us Nay Dekha, Main Nay Dekha..",Nahin Abhi Nahin,1980,Robin Ghosh,?,Akhlaq Ahmad,
"Waada Hay, Waadon Ka..",Aahat,1982,Robin Ghosh,Saeed Gilani,Nayyara Noor,
"Waada Hay, Waadon Ko Na Toren Gay Kabhi..",Aahat,1982,Robin Ghosh,Saeed Gilani,Nayyar Noor,
"Waada Kiya Ha Saajan Nay, Aa Kay Mujhay Lay Jaye Ga..",Direct Havaldar,1985,Wajahat Attray,?,Naheed Akhtar,
"Waado Peh Kar Eitbar, Sajna..",Aap Ki Khatir,1980,Nazir Ali,?,Mehdi Hassan,
"Wagdi A Ravi, Wich Uddan Pambeerian, Gall Wich Pyar Dian..",Faqeeria,1987,Wajahat Attray,?,Noorjahan & Co.,
"Wah Wah Neeli Chhtri Walay, Mangay Jo Kuchh Mangnay Wala..",Benazir Qurbani,1985,Amjad Bobby,Qateel Shafai,Amjad Bobby,
Wait Until Dark..,Khandan,1980,Khalil Ahmad,?,Naheed Akhtar,
Woh Bhi Kya Din Thay Keh Ik Pall..,Mehak,1985,A. Hameed,?,Mehdi Hassan,
Woh Dekho Eik Pairh Peh Tota..,Badaltay Mousam,1980,M. Ashraf,Taslim Fazli,Mehdi Hassan,
Woh Waqt Tha Purana..,Nahin Abhi Nahin,1980,Robin Ghosh,?,A. Nayyar,
Yaad Hay Tum Ko Na Yeh Manzil..,Mehndi Lagi Meray Haath,1980,Kemal Ahmad,Taslim Fazli,Mehdi Hassan,
Yaad Rakho Gi Na..,Mehndi Lagi Meray Haath,1980,Kemal Ahmad,Taslim Fazli,Mehdi Hassan,
"Yaad-e-Mazi Azab Hay, A Khuda, Chheen Lay Mujha Say Mera Hafza..",Aahat,1982,Robin Ghosh,Saeed Gilani,Mehdi Hassan,
"Yaari Hay Pyar Mera, Yaar Meri Zindagi, Jan Jaye Na, Jaye Dosti..",Border Built,1983,M. Ashraf,?,A. Nayyar,
Yaaron Ka Yaar Bano..,Ghairao,1981,Tafu,?,Akhlaq Ahmad,
"Yeh Aap Ki Mehfil Hai, Rangeen Nazaray Hayn..",2 Dil,1981,Master Rafiq Ali,Shevan Rizvi,Ghulam Abbas,
Yeh Ajnabi Si Raat..,Aaj Ka Insan,1984,Mushtaq Ali,Mahmood Kanwal,Azra Iqbal,
Yeh Dil Mein Rehnay Walay Dil Say..,Badaltay Rishtay,1983,Nazir Ali,?,Mehdi Hassan,
Yeh Gulab Jaisa Chehra..,Aazmaish,1980,Nashad,?,Mehdi Hassan,
"Yeh Kaisa Insaf Malik, Aurat Zulm Ki Bheint Charhay..",Zamin Aasman,1985,Wajahat Attray,Qateel Shafai,Masood Rana,
Yeh Mausam Suhana Mausam..,Mian Bivi Razi,1982,Kemal Ahmad,?,A. Nayyar,
"Yeh Na Socho, Kal Tha Kya, Aaj Ka Lay Lo Maza..",Haseena Maan Jaye Gi,1980,Tasadduq Hussain,Kaleem Usmani,Runa Laila,
"Yeh Samaa, Pyara Pyara, Mujhay Bahnu Ka Day Day Sahara..",Mashriq Maghrib,1985,Sabir Ali,Shuja Aqeel,A. Nayyar,
Yeh Subha Badal Dena.. Ham Tum Ko Na Apnayen To Naam Badal Dena..,Gumnam,1983,M. Ashraf,Masroor Anwar,Naheed Akhtar,
Yeh Zindagi Eik Safar Hai..,Barood Ki Chhaon Mein,1989,Amjad Bobby,Saeed Gilani,A. Nayyar,
Yeh Zindagi Kya Cheez Hay..,Daaman,1980,M. Ashraf,?,Mehdi Hassan,
Zinda Raho Hamesha..,Ghairao,1981,Tafu,Tanvir Amjad,Noorjahan,
Zindagi Geet Hay Geet Hay Zindagi..,Faisala,1986,M. Ashraf,Masroor Anwar,Naheed Akhtar,
"Zindagi Hay Kya, Isi Ka Naam Hay..",Saima,1980,Nisar Bazmi,Shevan Rizvi,Shazia,
"Zindagi Pyar Hay, Pyar Hay Zindagi, Ham Milen Hayn, Gul Khilen Hayn..",Sheesh Nagin,1988,Robin Ghosh,Saeed Gilani,Mehnaz,
Zindgani Ka Safar Kabhi Rukta Nahin..,Kiran Aur Kali,1981,Robin Ghosh,?,Akhlaq Ahmad,
Zulfon Ki Haseen Chhaon Mein..,Mohabbat Aur Majboori,1981,Kemal Ahmad,?,Mehdi Hassan,
"2 Hanso Ka Jora, Urta Hi Jaye..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Musarrat Sammi,
"2 Hanso Ka Jora, Urta Jaye, Ik Doojay Say Door Hon Dono..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Masood Rana,
"A Khuda, A Khuda, Jis Nay Ki Jushtu..",Sargam,1995,Adnan Sami Khan,Muzaffar Warsi,Adnan Sami Khan,
"A Khwabon Ki Shehzadi, Milnay Aya Hay Tera Shehzada..",Shehzada,1992,M. Ashraf,Masroor Anwar,Akhlaq Ahmad,
"A Palkon Ki Chhaon Mein, Main Geet Tera..",Bulandi,1990,M. Ashraf,Masroor Anwar,Mehnaz,
"Aa Kol Meri Jan, Qurban Teray Tun..",Laila,1994,Wajahat Attray,Khawaja Parvez,Humaira Channa,
Aa Pyar Dil Mein Jaga..,Sangam,1997,Amjad Bobby,?,Waris Baig,
Aa Pyar Dil Mein Jaga..,Sangam,1997,Amjad Bobby,?,Saira Naseem,
Aae Meri Aarzo..,Inteha,1999,Amjad Bobby,Riazur Rehman Saghar,Shazia Manzoor,
Aagiya Husn Ka Chore..,Aasman,1990,Kemal Ahmad,Saeed Gilani,A. Nayyar,
Aaj Ki Shaam Teray Naam Karun Gi..,Ishq Divana,1991,Nazir Ali,?,Saira Naseem,
"Aaj Moqa Mila Hay Tujhay Kehnay Ka, Mujhay Zara Shouq Hay..",Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,Azra Jahan,
Aaj Pehli Baar Mera Dil Dharka Hay..,Pyar Aur Paisa,1991,Mushtaq Ali,?,Mehnaz,
Aaj Tu Zaya Hu Jaey Ga..,Ustadon Kay Ustad,1990,M. Ashraf,Masroor Anwar,A. Nayyar,
"Aaja Aaja, Meray Dilbar Jani, Aa Pyar Sikha Dun Tujhay..",Jungli Mera Naam,1994,Kemal Ahmad,?,Mehnaz,
Aakhri Baar Seenay Lag Ja..,Andaz,1994,Nazir Ali,?,Mehdi Hasan,
Aakhri Saans Tak Tujh Ko Chahun Ga..,Bulandi,1990,M. Ashraf,Masroor Anwar,Mehnaz,
Ab Tak Ham Nay Yeh Nahin Jana..,Anokha Pyar,1994,Khalil Ahmad,?,Akhlaq Ahmad,
Abb Raat Guzarti Jati Hay..,Ishq Divana,1991,Nazir Ali,?,Saira Naseem,
"Afghan Jall Raha Hay, Tehzeeb Kay Hawari, Insaniyat Say Aari..",Barood Ka Tohfa,1990,Mushtaq Ali,?,Masood Rana & Co.,
"Agg Pyar Wali Dil Wich Laway, Bara Tarpaye..",Naseeb,1994,Kemal Ahmad,Saeed Gilani,Humaira Channa,
"Aisi Reshmi Jawani Mujhay Charh Geyi, Main To Duny Ko..",Hina,1993,?,?,Humaira Channa,
Aiy Meray Sathi Waada Karlain..,Aasman,1990,Kemal Ahmad,Saeed Gilani,Mehnaz,
"Amman Daykh, Daykh, Tera Munda Bigri Jaye..",Shera Malang,1995,M. Ashraf,?,Saleem Danish,
"Ankhon Mein Kajra, Banhon Mein Gajra..",Mujhay Jeenay Do,1999,Amjad Bobby,Riazur Rehman Saghar,Waris Baig,
"Apna Phir Bhi Apna Howay, Dukh Na Koi Bachaye..",Khandan,1994,Zulfiqar Ali,?,Masood Rana,
"Aur Kya Lena Dunya Say, Jo Pyar Naseeb Howay..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Humaira Channa & Co.,
"Baldi Agg Tun Garm Jawani, Teinu Kehndi Dilbar Jani..",Farishta,1993,Kemal Ahmad,Khawaja Parvez,Noorjahan,
"Barhtay Badal, Dil Mein Halchal..",Sargam,1995,Adnan Sami Khan,Riazur Rehman Saghar,Adnan Sami Khan,
Barsat Key Mausam Mein..,Najaiz,1997,Wajahat Attray,Saeed Gilani,Ghulam Abbas,
"Bas Beyi Bas Ziada Baat Nahin, Chief Sahib..",Chief Saab,1996,Amjad Bobby,?,Sajjad Ali,
"Beith Meray Pas Tujhay Dekhti Rahun, Dekhti Rahun, Munh Say ..",Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,Azra Jahan,
Bheega Hua Mousam Pyara..,Sargam,1995,Adnan Sami Khan,Riazur Rehman Saghar,Adnan Sami Khan,
Bhool Na Jaiye Ga Eik Mulaqat Kay Baad..,Dil Kisi Ka Dost Nahin,1997,M. Arshad,?,Asif Mehdi,
"Bichhar Kay Milna, Ajeeb Lagta Hay..",Gunnah,1993,Altaf Hussain,Parvez Kaleem,Ghulam Abbas,
"Bichhu Nay Dank Mara, Aisa Zareela, Lagnay Laga Sara Jahan..",Aandhi,1991,Kemal Ahmad,Masroor Anwar,Naheed Akhtar,
"Bolo Bolo, Mera Naam Kya Hay..",Ishq Divana,1991,Nazir Ali,?,Masood Rana,
"Chahay Rokay Lakh Zamana, Namumkin Hay Pyar Bhulana..",Shehzada,1992,M. Ashraf,Masroor Anwar,Mehnaz,
"Chamki Kiran, Khilay Phulwa..",Sargam,1995,Adnan Sami Khan,Riazur Rehman Saghar,Hamid Ali Khan,
"Chandi Jaisa Rang Hay Tera, Sonay Jaisay Baal..",Mazboot,1993,Kemal Ahmad,Qateel Shafai,Masood Rana,
"Chhoo Kay Chalay, Tujh Ko Hawa..",Jeeva,1995,M. Ashraf,Saeed Gilani,Anwar Rafi,
"Chhor Bahinya, Bara BeIman Hay Tu, Yeh Jora Jori Janay Day..",Anhoni,1993,Zulfiqar Ali,Habib Jalib,?,
"Choondi Pinday Uttay Waddan, Main Tay Shak Pehi Kaddan..",Farishta,1993,Kemal Ahmad,Khawaja Parvez,Azra Jahan,
"Choori Kach Di, O Kach Di..",Jo Dar Geya Voh Mar Geya,1995,Robin Ghosh,?,Humaria Arshad,
Choron Kay Ghar Chor..,Choron Kay Ghar Chor,1996,Akbar Ali Nashad,?,?,
Chuma Chuma Chumkara..,Ustadon Kay Ustad,1990,M. Ashraf,Masroor Anwar,A. Nayyar,
Chuma Chuma Chumkara..,Ustadon Kay Ustad,1990,M. Ashraf,Masroor Anwar,A. Nayyar,
Danda Thanedaar Da..,Dupatta Jall Raha Hay,1998,M. Arshad,?,?,
Dasti Hay Mujhay Tanhai.. Mujhay Apnay Pyar Ki Hathkarian..,Shehzada,1992,M. Ashraf,Masroor Anwar,Mehnaz,
"Deevana, Deevana, Ik Main Hi Nahin..",Divanay Teray Pyar Kay,1997,Amjad Bobby,?,Taskeen Javed,
Dekh Kar Tujh Ko Dil Mera Dharka..,Sangam,1997,Amjad Bobby,?,Saira Naseem,
"Dekha Jo Chehra Tera, Mousam Bhi Pyar Laga..",Ghoonghat,1996,Amjad Bobby,?,Arshad Mehmood,
"Dekha Na Tha, Kabhi Ham Nasha..",Choron Kay Ghar Chor,1996,Akbar Ali Nashad,?,Saira Naseem,
"Dekho Daykh, Bijli Kay Paas Na Aana..",Mujhay Jeenay Do,1999,Amjad Bobby,Riazur Rehman Saghar,Shazia Manzoor,
Dekhun Tujhay Array Yaar..,Chahat,1992,Wajahat Attray,?,Saira Naseem,
Dharke Dil Mera Bheegi Raaton Mein..,Ham Tumharay Hayn,1997,R. A. Najaf,?,Waris Baig,
Dharke Dil Mera Bheegi Raaton Mein..,Ham Tumharay Hayn,1997,R. A. Najaf,?,Humaira Channa,
Dhoop Mein Chalo Gi To Rang Ho Ga Kala..,Karishma,1997,M. Ashraf,Saeed Gilani,Tehsin Javed,
"Dil Deevana Hay Mera Dildar Teray Liye, Main Jan Karun Ga Qurban..",Hina,1993,M. Ashraf,Khawaja Parvez,Humaira Channa,
"Dil Ho Gya Hay, Tera Deevana, Ab Koi Jachta Nahin..",Mushkil,1995,Amjad Bobby,?,Mehnaz,
"Dil Ho Gya Hay, Tera Deevana, Ab Koi Jachta Nahin..",Mushkil,1995,Amjad Bobby,?,Taskeen Javed,
"Dil Karda Badan Mera Tutda, Sanwan Di Takor Vi Day..","Daku, Chor, Sipahi",1993,M. Ashraf,Khawaja Parvez,Noorjahan,
"Dil Ki Kashti Hay Akeli, Lay Ja Mujh Ko Paar..",Gunnah,1993,Altaf Hussain,Parvez Kaleem,Trannum Naz,
"Dil Mein Dil, Dharkan Mein Tu..",Jeenay Do,1995,Kemal Ahmad,?,Mehdi Hassan,
"Dil Mein Hay Tu, Ankhon Mein Tu, Teray Bina Kon Mera..",Aroosa,1993,M. Ashraf,Khawaja Parvez,Masood Rana,
"Dil Mera Tor Diya, Pyar Mera Loot Liya, Aaj Kyun Na Machayen Shor..",Hina,1993,M. Ashraf,Khawaja Parvez,Masood Rana,
Dil Mera Toray Kar..,Aandhi,1991,Kemal Ahmad,Masroor Anwar,Naheed Akhtar,
"Dil Nay Tarrap Kar Ankhon Say Poochha, Palkon Nay Jhuk Kar..",Naseeb,1994,Kemal Ahmad,Saeed Gilani,Humaira Channa,
Dil Peh Chot Ishq Ki Lagg Geyi Pehli Pehli Bar..,Nadira,1991,Wajahat Attray,Khawaja Parvez,Masood Rana,
Dil Tera Huwa..,Inteha,1999,Amjad Bobby,Riazur Rehman Saghar,Waris Baig,
Dil Tor Kay Na Ja..,Sangam,1997,Amjad Bobby,?,Saira Naseem,
"Dilun Na Bhulain Mera Pyar, Sohn Teinu Ishqay Di..",Naseeb,1994,Kemal Ahmad,Saeed Gilani,Humaira Channa,
"Dosti Hay Zindagi, Zindagi Hay Dosti..",Mazboot,1993,Kemal Ahmad,Qateel Shafai,Masood Rana,
Dunya Kay Sare Dukh Jhail Lenge..,Mujhay Jeenay Do,1999,Amjad Bobby,?,Shazia Manzoor,
"Dunya Ki Parwah Nahin Mujh Ko.. Meri Chandni, O Meri Chandni..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Masood Rana,
Dunya Mein Do Yar Mein Aur Tu..,Mohlat,1998,Wajid Ali Naashad,Riazur Rehman Saghar,Ghulam Abbas,
Dunya Meri Jeib Mein..,Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,??,
"Dunya Walay, Pas Bula Lay, Dekh Li Teri Khudai..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Masood Rana,
Dyar-e-Ghair Say Jan-e-Bahar Ayi Hay..,Aur Choorian Toot Gein,1992,Kemal Ahmad,?,Masood Rana,
Ek Pal Mien Mujhayy..,Aandhi,1991,Kemal Ahmad,Masroor Anwar,Mehnaz,
"Ek Pall Mein Mujhay, Aaj Aisa Laga, Jaisay Sadiyon Ki Yeh..",Aandhi,1991,Kemal Ahmad,Masroor Anwar,A. Nayyar,
Gajjab Karay Mukhray Peh Till Kala Kala..,Pyar Aur Paisa,1991,Mushtaq Ali,?,Akhlaq Ahmad,
"Ghari Raat Ka Eik Bajaye Aur Janu Ghar Na Aye,..",Chor Machaye Shor,1996,M. Arshad,?,Saira Naseem,
Goray Lak Tay Main Gadwa Chanda Da Rakhya Tay Rola Pay Geya..,"Daku, Chor, Sipahi",1993,M. Ashraf,Khawaja Parvez,Noorjahan,
Gorey Badan Chon Masti..,Insaniyat Kay Dushman,1990,M. Ashraf,Saeed Gilani,Noorjahan,
Gt Road Tay Braikan Lagian..,Nikah,1998,M. Arshad,?,Abrar-ul-haq,
"Haath Na Laga Moray Yaar Ray, Mujhay Kuchh Kuchh Howay..",Khandan,1994,Zulfiqar Ali,?,Humaira Channa,
"Hallay, Munda Mar Geya, Munda Sathi Mera..","Daku, Chor, Sipahi",1993,M. Ashraf,Khawaja Parvez,Noorjahan,
Ham Nahin Aesi Bhi..,Inteha,1999,Amjad Bobby,Riazur Rehman Saghar,Waris Baig,
"Ham Nikal Aaye Aagey, Zamana Peechhe Reh Gya..",Divanay Teray Pyar Kay,1997,Amjad Bobby,?,Shazia Manzoor,
"Ham Wohi Karen Gay Jo Pyar Kahay Ga, Aaj Raat Sajna..",Laila,1994,Wajahat Attray,Khawaja Parvez,Humaira Channa,
"Har Shay Mein Tabdeeli Ayi, Jawani Aa Geyi Hay..",Nadira,1991,Wajahat Attray,Khawaja Parvez,Azra Jehan,
"Harnay Walay Jeet Bhi Jaye, Jeetnay Wala Haray Bhi..",Mazboot,1993,Kemal Ahmad,Qateel Shafai,Mehnaz,
"Haseeno Say, Nazneeno Say..",Chief Saab,1996,Amjad Bobby,Ishrat Godharvi,Waris Baig,
"Hath Mera Chhor, Tang Karta Hay Kyun..",Chahat,1992,Wajahat Attray,?,Saira Naseem,
"Hina, Hina, Hina..",Hina,1993,?,?,?,
"Ho Geyi Mast Malangi Yaara, Teray Peechhay Lag Kay..",Khandan,1994,Zulfiqar Ali,?,Humaira Channa,
Ho Sakay To Mera Ek Kaam Karo..,Dupatta Jall Raha Hay,1998,M. Arshad,Riazur Rehman Saghar,Arshad Mehmood,
"I Love You, Tu Hay Meri Zindagi, Main Hun Teri Zindagi..",Pyar Karn Tun Nein Darna,1991,Kemal Ahmad,Khawaja Parvez,Humaira Channa,
"Idhar Daykh, Yeh Husn Kya Chahita Hay..",Mujhay Jeenay Do,1999,Amjad Bobby,Riazur Rehman Saghar,Shazia Manzoor,
"Ik Larka, Larkian Saat, Mangti Hayn Woh Mera Haath..",Pyar Aur Paisa,1991,Mushtaq Ali,?,Akhlaq Ahmad,
Ik Larki Bholi Bhali..,Goli Teray Naam Ki,1991,Kemal Ahmad,?,Akhlaq Ahmad,
Ik Munday Nu Main Pichhay Pichhay La Leya..,Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,Azra Jahan,
Ik Yaar Zaroori Meray Liye.. Mujhay Mashwara Den Yeh Nazaray..,International Luteray,1994,Wajahat Attray,Khawaja Parvez,Saira Naseem,
International Luteray..,International Luteray,1994,Wajahat Attray,Khawaja Parvez,?,
Is Say Pehlay Mit Jaye Har Aarzoo.. Meray Mehboob Aa..,Shehzada,1992,M. Ashraf,Masroor Anwar,Noorjahan,
Ishq Ka Raga Laga Zara..,Zamin Aasman,1994,M. Ashraf,Khawaja Parvez,Humaira Channa,
Itna Sajh Dhaj Kay Tu Meray Samnay..,Joshilay,1992,M. Ashraf,?,Akhlaq Ahmad,
"Jab Bhi Ali Ka Naam Liya, Sar Say Har Bala Tali, Ali, Ali, Ali..",International Luteray,1994,Wajahat Attray,Khawaja Parvez,Saira Naseem,
"Jab Say Khili Ho, Mujhay Ab Mili Ho..",Sargam,1995,Adnan Sami Khan,Riazur Rehman Saghar,Adnan Sami Khan,
Jab Say Teri Parosan Jawan Ho Geyi..,Karishma,1997,M. Ashraf,Saeed Gilani,Tehsin Javed,
Jaga Hay Jaga..,Chief Saab,1996,Amjad Bobby,Saleem Ahmad Saleem,Shazia Manzoor,
"Jahan Milay Pyar Ka Dushman, Maar Do, Maar Do..",Mr. 420,1992,M. Ashraf,?,Tehsin Javed,
"Jana, Tum Pyar Kartay Rehna, Saya Ban Kar Jeevan Bhar..",Gunnah,1993,Altaf Hussain,Parvez Kaleem,Trannum Naz,
"Janu, Sun Zara, Palken To Utha..",Jeeva,1995,M. Ashraf,Saeed Gilani,Anwar Rafi,
"Jhoom Barabar, Dhoom Macha Day..",Choron Kay Ghar Chor,1996,Akbar Ali Nashad,?,?,
Jism Ko Phool Kahun Keh..,Anokha Pyar,1994,Khalil Ahmad,?,Runa Laila,
Jo Bhi Tera Hukam Na Manay.. Dunya Meri Jeib Mein..,Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,Humayun Qureshi,
Jo Darr Geya Woh Marr Geya..,Mazboot,1993,Kemal Ahmad,Qateel Shafai,Ghulam Abbas,
"Jo Sajna Day Tu Sath Mera, Dil Deevana Din Raat Tera..",Nadira,1991,Wajahat Attray,Khawaja Parvez,Masood Rana,
"Jumerat Ka Roz Hay, Majnu Kehnay Aya Good Morning.. Laila Darling..",Mr. K2,1995,Kemal Ahmad,?,??,
"Kabhi Tu Noori Lagti Hay, Kabhi Nagina Lagti Hay..",Nigahen,1991,M. Ashraf,Khawaja Parvez,Masood Rana,
"Kahal Lay Aao Ho Sanam, Nikla Jaye Mera Dam..",Choron Kay Ghar Chor,1996,Akbar Ali Nashad,?,?,
Kahan Gya Woh Tera Waada (Sad)..,Bulandi,1990,M. Ashraf,Masroor Anwar,Mehnaz,
Kahan Tha Hanseen Chera..,Inteha,1999,Amjad Bobby,Riazur Rehman Saghar,Waris Baig,
Kaisay Jiyein Teray Bin..,Ghoonghat,1996,Amjad Bobby,?,Fariha Parvez,
Kaise Jiyein Teray Bina..,Ghoonghat,1996,Amjad Bobby,Riazur Rehman Saghar,Akhlaq Ahmad,
"Kangna, Hey Kangna, Gori Kalai Mein Arhta Hay..",Dunya Meri Jeib Mein,1993,M. Ashraf,Khawaja Parvez,Azra Jahan,
Karley Mohabbat Karley Kehti Hay Yeh Sham..,Mohabbat Hay Kya Cheez,1997,Amjad Bobby,Riazur Rehman Saghar,Ghulam Abbas,
"Khul Khul Jaye Nathli Meri, Tu Aashiq, Main Pagli Teri..",Zamin Aasman,1994,M. Ashraf,Khawaja Parvez,Humaira Channa,
Kinne Kinne Jana Billo Day Ghar ?..,Munda Tera Divana,1996,Zulfiqar Ali,Abrarul Haq,Abrar-ul-Haq,
Kis Say Kiya Tha Pyar Tu Nay..,Mazboot,1993,Kemal Ahmad,Qateel Shafai,Humaira Channa,
Kitni Suhani Hay Yeh Zindagi..,Khahish,1993,Javed Allah Ditta,?,?,
"Koel Kooke, Kookooooo..",Ham Tumharay Hayn,1997,R. A. Najaf,?,Humaira Channa,
"Koka Mera Bara Tharki, Teray Mukhray Peh Maray Lashkaray..",Zamin Aasman,1994,M. Ashraf,Khawaja Parvez,Humaira Channa,
Kuchh Log Zamanay Mein Aisay Bhi Hayn..,Dil Kisi Ka Dost Nahin,1997,M. Arshad,?,Anwar Rafi,
Kuri Bulbul Wergi Hania Way..,Jeeva,1995,M. Ashraf,?,Noorjahan,
"Kyun Chup Ho, Kyun Ho Khoye Khoye..",Sangam,1997,Amjad Bobby,?,Saira Naseem,
"Lagay Jadun Galay Mashooq Sajna, Nahin Hathon Mein Letay Bandooq Sajna..",Rambo,1991,Mushtaq Ali,?,Humaira Channa,
Lambian Judaian Dian Raataan..,Divanay Teray Pyar Kay,1997,Amjad Bobby,?,Taskeen Javed,
"Larki Dekh Kay Patolay Wargi, Akhian Wich Hosh Ur Jaye..",Zamin Aasman,1994,M. Ashraf,Khawaja Parvez,Humaira Channa,
"Likh Diya Teray Naam, Har Sans Zindagi Ka..",Jungli Mera Naam,1994,Kemal Ahmad,?,Mehnaz,
Lyrics unknown..,Jeeva,1995,M. Ashraf,?,Noorjahan,
"Main Chahti Thi Pyar Milay, Tera Jaisa Yaar Milay..",Nadira,1991,Wajahat Attray,Khawaja Parvez,Azra Jehan,
"Main Deevani Hun, Teri Deevani..",Choron Kay Ghar Chor,1996,Akbar Ali Nashad,?,?,
"Main Hero, Baqi Sab Zero, Mujh Ko Thora Ghor Say Dekho..",Sahib Ji,1998,M. Ashraf,Qateel Shafai,Asad Kishore,
"Main Hun Haseena, Mera Naam Hay Jabeena..",Jungli Mera Naam,1994,Kemal Ahmad,?,Mehnaz,
